嗚呼	ああ	Ah!;Oh!;Alas!
差し引き	さしひき	deduction;subtraction;balance;ebb and flow;rise and fall
差し引く	さしひく	to deduct
刺身	さしみ	sliced raw fish
些事	さじ	something small or petty;trifle
差す	さす	to raise (stretch out) hands;to raise umbrella
刺す	さす	to pierce;to stab;to prick;to thrust;to bite;to sting;to pin down;to stitch;to put (a runner) out;to pole (a boat);to catch (with a line);to stick
差す	さす	to raise (stretch out) hands;to raise umbrella
指す	さす	to point;to put up umbrella;to play
注す	さす	to pour (drink);to serve (drinks)
射す	さす	to shine;to strike
流石	さすが	clever;adept;good;expectations;as one would expect
授ける	さずける	to grant;to award;to teach
誘う	さそう	to invite;to call out
嘸	さぞ	I am sure;certainly;no doubt
定まる	さだまる	to become settled;to be fixed
定める	さだめる	to decide;to establish;to determine
作家	さっか	author;writer;novelist;artist
錯覚	さっかく	optical illusion;hallucination
	さっき	some time ago
早急	さっきゅう	urgent
作曲	さっきょく	composition;setting (of music)
	さっさと	quickly
察する	さっする	to guess;to sense;to presume;to judge;to sympathize with
早速	さっそく	at once;immediately;without delay;promptly
	さっと	quickly;suddenly
	さっぱり	feeling refreshed;feeling relieved;neat;trimmed
札	さつ	note;paper money
札	さつ	note;paper money
冊	さつ	counter for books
撮影	さつえい	photographing
殺人	さつじん	murder
偖	さて	well;now;then
砂糖	さとう	sugar
悟る	さとる	to attain enlightenment;to perceive;to understand;to discern
真実	さな	truth;reality
裁く	さばく	to judge
砂漠	さばく	desert
錆び	さび	rust (colour)
寂しい	さびしい	lonely;lonesome;solitary;desolate
錆びる	さびる	to rust;to become rusty
差別	さべつ	discrimination;distinction;differentiation
作法	さほう	manners;etiquette;propriety
左程	さほど	(not) very;(not) much
様	さま	Mr. or Mrs.;manner;kind;appearance
様	さま	Mr. or Mrs.;manner;kind;appearance
様	さま	Mr. or Mrs.;manner;kind;appearance
様々	さまざま	varied;various
冷ます	さます	to cool;to dampen;to let cool;to throw a damper on;to spoil
覚ます	さます	to awaken
妨げる	さまたげる	to disturb;to prevent
三味線	さみせん	three-stringed Japanese guitar;shamisen
寒い	さむい	cold (e.g. weather)
侍	さむらい	Samurai;warrior
冷める	さめる	to become cool;to wear off;to abate;to subside;to dampen;to cool down (interest);to come down (fever)
覚める	さめる	to wake;to wake up
然も	さも	with gusto;with satisfaction
左右	さゆう	influence;control;domination;left and right
作用	さよう	action;operation;effect;function
左様なら	さようなら	good-bye
皿	さら	plate;dish
再来月	さらいげつ	month after next
再来週	さらいしゅう	week after next
再来年	さらいねん	year after next
拐う	さらう	to carry off;to run away with;to kidnap;to abduct
更に	さらに	furthermore;again;after all;more and more;moreover
去る	さる	to leave;to go away
猿	さる	monkey
騒がしい	さわがしい	noisy
騒ぎ	さわぎ	uproar;disturbance
爽やか	さわやか	fresh;refreshing;invigorating;clear;fluent;eloquent
障る	さわる	to hinder;to interfere with;to affect;to do one harm;to be harmful to
触る	さわる	to touch;to feel
酸	さん	acid
三	さん	(num) three
	さん	Mr or Mrs
酸化	さんか	oxidation
参加	さんか	participation
三角	さんかく	triangle;triangular
山岳	さんがく	mountains
産休	さんきゅう	maternity leave
桟橋	さんきょう	wharf;bridge;jetty;pier
参議院	さんぎいん	House of Councillors
産業	さんぎょう	industry
参考	さんこう	reference;consultation
産後	さんご	postpartum;after childbirth
産出	さんしゅつ	yield;produce
参照	さんしょう	reference;consultation;consultation
参上	さんじょう	calling on;visiting
算数	さんすう	arithmetic
賛成	さんせい	approval;agreement;support;favour
酸性	さんせい	acidity
酸素	さんそ	oxygen
産地	さんち	producing area
賛美	さんび	praise;adoration;glorification
産婦人科	さんふじんか	maternity and gynecology department
産物	さんぶつ	product;result;fruit
山腹	さんぷく	hillside;mountainside
散歩	さんぽ	walk;stroll
山脈	さんみゃく	mountain range
山林	さんりん	mountain forest;mountains and forest
財	ざい	fortune;riches
在学	ざいがく	(enrolled) in school
財源	ざいげん	source of funds;resources;finances
在庫	ざいこ	stockpile;stock
財産	ざいさん	property;fortune;assets
財政	ざいせい	economy;financial affairs
材木	ざいもく	lumber;timber
材料	ざいりょう	ingredients;material
座敷	ざしき	tatami room
座席	ざせき	seat
座談会	ざだんかい	symposium;round-table discussion
雑貨	ざっか	miscellaneous goods;general goods;sundries
雑誌	ざっし	journal;magazine
	ざっと	roughly;in round numbers
雑	ざつ	rough;crude
雑音	ざつおん	noise (jarring  grating)
雑談	ざつだん	chatting;idle talk
雑木	ざつぼく	various kinds of small trees;assorted trees
座標	ざひょう	coordinate(s)
座布団	ざぶとん	cushion (Japanese);square cushion used when sitting on one's knees in a tatami-mat floor
残金	ざんきん	remaining money
残酷	ざんこく	cruelty;harshness
残高	ざんだか	(bank) balance;remainder
残念	ざんねん	deplorable;bad luck;regret;disappointment
死	し	death;decease
	し	10^24 (kanji is JIS X 0212 kuten 4906);septillion (American);quadrillion (British)
四	し	(num) four
詩	し	poem;verse of poetry
次	し	order;sequence;times;next;below
四	し	(num) four
	し	10^24 (kanji is JIS X 0212 kuten 4906);septillion (American);quadrillion (British)
次	し	order;sequence;times;next;below
試合	しあい	match;game;bout;contest
仕上がり	しあがり	finish;end;completion
仕上がる	しあがる	to be finished
仕上げ	しあげ	end;finishing touches;being finished
仕上げる	しあげる	to finish up;to complete
明々後日	しあさって	two days after tomorrow
幸せ	しあわせ	happiness;good fortune;luck;blessing
飼育	しいく	breeding;raising;rearing
強いて	しいて	by force
強いる	しいる	to force;to compel;to coerce
仕入れる	しいれる	to lay in stock;to replenish stock;to procure
	しいんと	silent (as the grave);(deathly) quiet
塩辛い	しおからい	salty (taste)
歯科	しか	dentistry
司会	しかい	chairmanship
資格	しかく	qualifications;requirements;capabilities
視覚	しかく	sense of sight;vision
四角	しかく	square
四角い	しかくい	square
仕掛け	しかけ	device;trick;mechanism;gadget;(small) scale;half finished;commencement;set up;challenge
仕掛ける	しかける	to commence;to lay (mines);to set (traps);to wage (war);to challenge
然し	しかし	however;but
然しながら	しかしながら	nevertheless;however
仕方	しかた	way;method;means;resource;course
仕方がない	しかたがない	it can't be helped;it's inevitable;it's no use;can't stand it;being impatient;being annoyed
而も	しかも	moreover;furthermore;nevertheless;and yet
叱る	しかる	to scold
市街	しがい	urban areas;the streets;town;city
指揮	しき	command;direction
式	しき	equation;formula;ceremony
四季	しき	four seasons
式	しき	equation;formula;ceremony
色彩	しきさい	colour;hue;tints
式場	しきじょう	ceremonial hall;place of ceremony (e.g. marriage)
為来り	しきたり	customs
敷地	しきち	site
支給	しきゅう	payment;allowance
至急	しきゅう	urgent;pressing
頻りに	しきりに	frequently;repeatedly;incessantly;eagerly
仕切る	しきる	to partition;to divide;to mark off;to settle accounts;to toe the mark
資金	しきん	funds;capital
施行	しぎょう	1.  execution;enforcing;carrying out
敷く	しく	to spread out;to lay out
	しくじる	to fail;to fall through;to blunder
仕組み	しくみ	devising;plan;plot;contrivance;construction;arrangement
死刑	しけい	death penalty;capital punishment
湿気る	しける	to be damp;to be moist
試験	しけん	examination;test;study
刺激	しげき	stimulus;impetus;incentive;excitement;irritation;encouragement;motivation
茂る	しげる	to grow thick;to luxuriate;to be luxurious
資源	しげん	resources
思考	しこう	thought
志向	しこう	intention;aim
嗜好	しこう	taste;liking;preference
仕事	しごと	work;occupation;employment
視察	しさつ	inspection;observation
資産	しさん	property;fortune;means;assets
四捨五入	ししゃごにゅう	rounding up (fractions)
刺繍	ししゅう	embroidery
支出	ししゅつ	expenditure;expenses
支持	しじ	support;maintenance
指示	しじ	indication;instruction;directions
始終	しじゅう	continuously;from beginning to end
詩人	しじん	poet
静か	しずか	quiet;peaceful
雫	しずく	drop (of water)
静まる	しずまる	to quieten down;to calm down;to subside;to die down;to abate;to be suppressed
沈む	しずむ	to sink;to feel depressed
沈める	しずめる	to sink;to submerge
姿勢	しせい	attitude;posture
施設	しせつ	institution;establishment;facility;(army) engineer
自然	しぜん	nature;spontaneous
自然科学	しぜんかがく	natural science
思想	しそう	thought;idea
子息	しそく	son
子孫	しそん	descendants;posterity;offspring
下	した	under;below;beneath
下	した	under;below;beneath
舌	した	tongue
下	した	under;below;beneath
下	した	under;below;beneath
下	した	under;below;beneath
死体	したい	corpse
慕う	したう	to yearn for;to miss;to adore;to love dearly
従う	したがう	to abide (by the rules);to obey;to follow;to accompany
下書き	したがき	rough copy;draft
従って	したがって	therefore;consequently;in accordance with
下着	したぎ	underwear
支度	したく	preparation
下心	したごころ	secret intention;motive
親しい	したしい	intimate;close (e.g. friend)
親しむ	したしむ	to be intimate with;to befriend
下調べ	したしらべ	preliminary investigation;preparation
下地	したじ	groundwork;foundation;inclination;aptitude;elementary knowledge of;grounding in;prearrangement;spadework;signs;symptoms;first coat of plastering;soy
認める	したためる	to write up
仕立てる	したてる	to tailor;to make;to prepare;to train;to send (a messenger)
下取り	したどり	trade in;part exchange
下火	したび	burning low;waning;declining
下町	したまち	Shitamachi;lower parts of town
次第	しだい	order;precedence;circumstances;immediate(ly);as soon as;dependent upon
七	しち	(num) seven
七	しち	(num) seven
失格	しっかく	disqualification;elimination;incapacity (legal)
確り	しっかり	firmly;tightly;reliable;level-headed;steady
湿気	しっき	moisture;humidity;dampness
失脚	しっきゃく	losing one's standing;being overthrown;falling
質素	しっそ	simplicity;modesty;frugality
失調	しっちょう	lack of harmony
嫉妬	しっと	jealousy
失敗	しっぱい	failure;mistake;blunder
執筆	しっぴつ	writing
尻尾	しっぽ	tail (animal)
質	しつ	quality
室	しつ	room
室	しつ	room
質疑	しつぎ	question
失業	しつぎょう	unemployment
躾	しつけ	home discipline;training;upbringing;breeding
仕付ける	しつける	to be used to a job;to begin to do;to baste;to tack;to plant
	しつこい	insistent;obstinate
湿度	しつど	level of humidity
失望	しつぼう	disappointment;despair
質問	しつもん	question;inquiry
失礼	しつれい	discourtesy;impoliteness;Excuse me;Goodbye
